time,stationID,significant_wave_height,mean_wave_period,mean_wave_direction
2022-09-23T01:00:00Z,Ballybunnion,0.75873,5.4028,12.589
2022-09-23T01:30:00Z,Ballybunnion,0.7545,5.3396,12.577
2022-09-23T02:00:00Z,Ballybunnion,0.75024,5.2759,12.57
2022-09-23T02:30:00Z,Ballybunnion,0.74583,5.2656,12.549
2022-09-23T03:00:00Z,Ballybunnion,0.74162,5.2038,12.51
2022-09-23T03:30:00Z,Ballybunnion,0.73667,5.2676,12.569
2022-09-23T04:00:00Z,Ballybunnion,0.7316,5.2634,12.623
2022-09-23T04:30:00Z,Ballybunnion,0.72645,5.3528,12.692
2022-09-23T05:00:00Z,Ballybunnion,0.72104,5.4711,12.777
2022-09-23T05:30:00Z,Ballybunnion,0.71607,5.4274,12.812
2022-09-23T06:00:00Z,Ballybunnion,0.71133,5.3162,12.788
2022-09-23T06:30:00Z,Ballybunnion,0.70702,5.1376,12.712
2022-09-23T07:00:00Z,Ballybunnion,0.70286,4.9923,12.585
2022-09-23T07:30:00Z,Ballybunnion,0.69808,5.0024,12.561
2022-09-23T08:00:00Z,Ballybunnion,0.69216,5.057,12.654
2022-09-23T08:30:00Z,Ballybunnion,0.68772,4.9329,12.528
2022-09-23T09:00:00Z,Ballybunnion,0.68582,4.6066,12.081
2022-09-23T09:30:00Z,Ballybunnion,0.6819,4.527,11.908
2022-09-23T10:00:00Z,Ballybunnion,0.67607,4.5137,11.971
2022-09-23T10:30:00Z,Ballybunnion,0.67066,4.4917,11.969
2022-09-23T11:00:00Z,Ballybunnion,0.66484,4.4886,12.037
2022-09-23T11:30:00Z,Ballybunnion,0.65977,4.4571,12.003
2022-09-23T12:00:00Z,Ballybunnion,0.65505,4.3819,11.92
2022-09-23T12:30:00Z,Ballybunnion,0.6539,4.0953,11.269
2022-09-23T13:00:00Z,Ballybunnion,0.65607,3.7707,10.153
2022-09-23T13:30:00Z,Ballybunnion,0.66002,3.5003,8.738
2022-09-23T14:00:00Z,Ballybunnion,0.66516,3.3185,6.979
2022-09-23T14:30:00Z,Ballybunnion,0.66964,3.2204,5.206
2022-09-23T15:00:00Z,Ballybunnion,0.67309,3.1615,3.52
2022-09-23T15:30:00Z,Ballybunnion,0.6734,3.1415,2.297
2022-09-23T16:00:00Z,Ballybunnion,0.67079,3.1221,1.58
2022-09-23T16:30:00Z,Ballybunnion,0.66979,3.1055,0.562
2022-09-23T17:00:00Z,Ballybunnion,0.66945,3.0832,359.473
2022-09-23T17:30:00Z,Ballybunnion,0.66528,3.0698,359.067
2022-09-23T18:00:00Z,Ballybunnion,0.65938,3.0564,358.96
2022-09-23T18:30:00Z,Ballybunnion,0.65382,3.035,358.815
2022-09-23T19:00:00Z,Ballybunnion,0.64853,3.0161,358.627
2022-09-23T19:30:00Z,Ballybunnion,0.64124,3.0103,358.751
2022-09-23T20:00:00Z,Ballybunnion,0.63214,3.0171,359.136
2022-09-23T20:30:00Z,Ballybunnion,0.62036,3.0424,0.088
2022-09-23T21:00:00Z,Ballybunnion,0.60632,3.0684,1.517
2022-09-23T21:30:00Z,Ballybunnion,0.59185,3.1176,3.037
2022-09-23T22:00:00Z,Ballybunnion,0.5791,3.1561,4.27
2022-09-23T22:30:00Z,Ballybunnion,0.56435,3.2315,6.079
2022-09-23T23:00:00Z,Ballybunnion,0.55044,3.3607,7.792
2022-09-23T23:30:00Z,Ballybunnion,0.53995,3.4939,8.748
2022-09-24T00:00:00Z,Ballybunnion,0.5312,3.6119,9.362
2022-09-24T00:30:00Z,Ballybunnion,0.52654,3.6056,9.154
2022-09-24T01:00:00Z,Ballybunnion,0.52561,3.4327,8.218
2022-09-24T01:30:00Z,Ballybunnion,0.52739,3.2552,6.865
2022-09-24T02:00:00Z,Ballybunnion,0.53114,3.0901,5.191
2022-09-24T02:30:00Z,Ballybunnion,0.53016,3.0135,4.451
2022-09-24T03:00:00Z,Ballybunnion,0.52583,2.9777,4.387
2022-09-24T03:30:00Z,Ballybunnion,0.52264,2.9808,4.054
2022-09-24T04:00:00Z,Ballybunnion,0.51964,2.9941,3.678
2022-09-24T04:30:00Z,Ballybunnion,0.51637,2.9782,3.491
2022-09-24T05:00:00Z,Ballybunnion,0.51338,2.9795,3.328
2022-09-24T05:30:00Z,Ballybunnion,0.51346,2.9432,2.478
2022-09-24T06:00:00Z,Ballybunnion,0.51631,2.8908,0.976
2022-09-24T06:30:00Z,Ballybunnion,0.51753,2.8496,359.924
2022-09-24T07:00:00Z,Ballybunnion,0.51748,2.8274,359.184
2022-09-24T07:30:00Z,Ballybunnion,0.51861,2.7922,358.111
2022-09-24T08:00:00Z,Ballybunnion,0.51944,2.7707,357.123
2022-09-24T08:30:00Z,Ballybunnion,0.52076,2.7469,355.919
2022-09-24T09:00:00Z,Ballybunnion,0.52259,2.7272,354.539
2022-09-24T09:30:00Z,Ballybunnion,0.52001,2.7206,354.377
2022-09-24T10:00:00Z,Ballybunnion,0.51563,2.7248,354.731
2022-09-24T10:30:00Z,Ballybunnion,0.51113,2.7202,355.137
2022-09-24T11:00:00Z,Ballybunnion,0.50646,2.7122,355.596
2022-09-24T11:30:00Z,Ballybunnion,0.50357,2.6999,355.519
2022-09-24T12:00:00Z,Ballybunnion,0.50158,2.6881,355.167
2022-09-24T12:30:00Z,Ballybunnion,0.49887,2.6788,355.001
2022-09-24T13:00:00Z,Ballybunnion,0.49526,2.6764,355.078
2022-09-24T13:30:00Z,Ballybunnion,0.48909,2.6713,355.914
2022-09-24T14:00:00Z,Ballybunnion,0.48171,2.7069,357.083
2022-09-24T14:30:00Z,Ballybunnion,0.47849,2.7053,356.954
2022-09-24T15:00:00Z,Ballybunnion,0.4787,2.6948,355.865
2022-09-24T15:30:00Z,Ballybunnion,0.4818,2.6442,353.949
2022-09-24T16:00:00Z,Ballybunnion,0.4872,2.5904,351.392
2022-09-24T16:30:00Z,Ballybunnion,0.49008,2.5597,349.663
2022-09-24T17:00:00Z,Ballybunnion,0.49185,2.5458,348.283
2022-09-24T17:30:00Z,Ballybunnion,0.49417,2.5319,346.768
2022-09-24T18:00:00Z,Ballybunnion,0.49695,2.5158,345.205
2022-09-24T18:30:00Z,Ballybunnion,0.49193,2.5083,345.505
2022-09-24T19:00:00Z,Ballybunnion,0.48217,2.5165,347.07
2022-09-24T19:30:00Z,Ballybunnion,0.47296,2.5122,348.541
2022-09-24T20:00:00Z,Ballybunnion,0.46373,2.5161,350.06
2022-09-24T20:30:00Z,Ballybunnion,0.45073,2.5337,352.861
2022-09-24T21:00:00Z,Ballybunnion,0.43551,2.5714,356.594
2022-09-24T21:30:00Z,Ballybunnion,0.42538,2.6432,358.671
2022-09-24T22:00:00Z,Ballybunnion,0.41852,2.6759,359.817
2022-09-24T22:30:00Z,Ballybunnion,0.41025,2.7264,1.486
2022-09-24T23:00:00Z,Ballybunnion,0.40132,2.824,3.373
2022-09-24T23:30:00Z,Ballybunnion,0.39286,2.9984,5.12
2022-09-25T00:00:00Z,Ballybunnion,0.38427,3.2788,6.836
2022-09-25T00:30:00Z,Ballybunnion,0.37753,3.5357,7.998
2022-09-25T01:00:00Z,Ballybunnion,0.37234,3.6778,8.713
2022-09-25T01:30:00Z,Ballybunnion,0.36777,3.8055,9.235
2022-09-25T02:00:00Z,Ballybunnion,0.36373,3.917,9.623
2022-09-25T02:30:00Z,Ballybunnion,0.36003,4.0367,9.936
2022-09-25T03:00:00Z,Ballybunnion,0.3566,4.1415,10.19
2022-09-25T03:30:00Z,Ballybunnion,0.35337,4.2013,10.394
2022-09-25T04:00:00Z,Ballybunnion,0.35021,4.2287,10.568
2022-09-25T04:30:00Z,Ballybunnion,0.34702,4.2302,10.722
2022-09-25T05:00:00Z,Ballybunnion,0.34375,4.2138,10.863
2022-09-25T05:30:00Z,Ballybunnion,0.34038,4.186,10.995
2022-09-25T06:00:00Z,Ballybunnion,0.33698,4.1304,11.112
2022-09-25T06:30:00Z,Ballybunnion,0.33355,4.0703,11.222
2022-09-25T07:00:00Z,Ballybunnion,0.3302,3.9804,11.31
2022-09-25T07:30:00Z,Ballybunnion,0.32725,3.7509,11.275
2022-09-25T08:00:00Z,Ballybunnion,0.32525,3.3651,10.985
2022-09-25T08:30:00Z,Ballybunnion,0.32541,2.9242,10.254
2022-09-25T09:00:00Z,Ballybunnion,0.32861,2.6257,9.148
2022-09-25T09:30:00Z,Ballybunnion,0.33273,2.5426,8.058
2022-09-25T10:00:00Z,Ballybunnion,0.33964,2.3983,6.545
2022-09-25T10:30:00Z,Ballybunnion,0.34613,2.3064,5.521
2022-09-25T11:00:00Z,Ballybunnion,0.35086,2.2202,5.073
2022-09-25T11:30:00Z,Ballybunnion,0.35758,2.159,4.817
2022-09-25T12:00:00Z,Ballybunnion,0.36627,2.1052,4.993
2022-09-25T12:30:00Z,Ballybunnion,0.3814,2.079,5.366
2022-09-25T13:00:00Z,Ballybunnion,0.40417,2.0826,6.187
2022-09-25T13:30:00Z,Ballybunnion,0.42653,2.1026,6.632
2022-09-25T14:00:00Z,Ballybunnion,0.44451,2.1254,6.537
2022-09-25T14:30:00Z,Ballybunnion,0.45661,2.1407,6.4
2022-09-25T15:00:00Z,Ballybunnion,0.46616,2.1543,6.101
2022-09-25T15:30:00Z,Ballybunnion,0.47836,2.1785,6.26
2022-09-25T16:00:00Z,Ballybunnion,0.49439,2.2192,6.804
2022-09-25T16:30:00Z,Ballybunnion,0.51653,2.2719,7.484
2022-09-25T17:00:00Z,Ballybunnion,0.54429,2.3314,8.377
2022-09-25T17:30:00Z,Ballybunnion,0.57682,2.394,9.273
2022-09-25T18:00:00Z,Ballybunnion,0.61306,2.4606,10.033
2022-09-25T18:30:00Z,Ballybunnion,0.64278,2.5263,10.832
2022-09-25T19:00:00Z,Ballybunnion,0.66808,2.5747,11.495
2022-09-25T19:30:00Z,Ballybunnion,0.72069,2.6504,12.518
2022-09-25T20:00:00Z,Ballybunnion,0.79516,2.7365,13.834
2022-09-25T20:30:00Z,Ballybunnion,0.86831,2.8108,14.028
2022-09-25T21:00:00Z,Ballybunnion,0.93701,2.8835,13.374
2022-09-25T21:30:00Z,Ballybunnion,0.95855,2.9175,13.207
2022-09-25T22:00:00Z,Ballybunnion,0.95447,2.9353,13.029
2022-09-25T22:30:00Z,Ballybunnion,0.96043,2.9547,12.738
2022-09-25T23:00:00Z,Ballybunnion,0.9717,2.9781,12.45
2022-09-25T23:30:00Z,Ballybunnion,0.97465,2.9929,12.053
2022-09-26T00:00:00Z,Ballybunnion,0.97283,2.9988,11.521
2022-09-26T00:30:00Z,Ballybunnion,0.97264,3.0053,10.974
2022-09-26T01:00:00Z,Ballybunnion,0.97325,3.0146,10.44
2022-09-26T01:30:00Z,Ballybunnion,0.98178,3.0301,10.011
2022-09-26T02:00:00Z,Ballybunnion,0.99534,3.0473,9.596
2022-09-26T02:30:00Z,Ballybunnion,1.00015,3.0517,8.945
2022-09-26T03:00:00Z,Ballybunnion,0.99831,3.0437,7.934
2022-09-26T03:30:00Z,Ballybunnion,0.99193,3.0472,6.747
2022-09-26T04:00:00Z,Ballybunnion,0.98711,3.0409,5.137
2022-09-26T04:30:00Z,Ballybunnion,0.98182,3.0321,3.555
2022-09-26T05:00:00Z,Ballybunnion,0.97776,3.0302,1.813
2022-09-26T05:30:00Z,Ballybunnion,0.97152,3.0323,0.386
2022-09-26T06:00:00Z,Ballybunnion,0.96357,3.0431,359.221
2022-09-26T06:30:00Z,Ballybunnion,0.95918,3.0508,358.221
2022-09-26T07:00:00Z,Ballybunnion,0.95639,3.0597,357.308
2022-09-26T07:30:00Z,Ballybunnion,0.95185,3.0624,356.854
2022-09-26T08:00:00Z,Ballybunnion,0.9468,3.066,356.686
2022-09-26T08:30:00Z,Ballybunnion,0.94316,3.0689,356.612
2022-09-26T09:00:00Z,Ballybunnion,0.94114,3.0775,356.616
2022-09-26T09:30:00Z,Ballybunnion,0.9423,3.0835,356.511
2022-09-26T10:00:00Z,Ballybunnion,0.94512,3.0931,356.436
2022-09-26T10:30:00Z,Ballybunnion,0.94929,3.1019,356.306
2022-09-26T11:00:00Z,Ballybunnion,0.95358,3.1108,356.154
2022-09-26T11:30:00Z,Ballybunnion,0.95228,3.1163,356.438
2022-09-26T12:00:00Z,Ballybunnion,0.94805,3.121,356.902
2022-09-26T12:30:00Z,Ballybunnion,0.94298,3.1322,357.497
2022-09-26T13:00:00Z,Ballybunnion,0.937,3.1432,358.178
2022-09-26T13:30:00Z,Ballybunnion,0.9325,3.1557,358.765
2022-09-26T14:00:00Z,Ballybunnion,0.92894,3.1658,359.322
2022-09-26T14:30:00Z,Ballybunnion,0.92633,3.178,359.789
2022-09-26T15:00:00Z,Ballybunnion,0.92541,3.1858,0.103
2022-09-26T15:30:00Z,Ballybunnion,0.92275,3.1959,0.653
2022-09-26T16:00:00Z,Ballybunnion,0.91874,3.2099,1.369
2022-09-26T16:30:00Z,Ballybunnion,0.91554,3.2325,2.062
2022-09-26T17:00:00Z,Ballybunnion,0.91297,3.2651,2.773
2022-09-26T17:30:00Z,Ballybunnion,0.91183,3.3,3.338
2022-09-26T18:00:00Z,Ballybunnion,0.91225,3.3315,3.775
2022-09-26T18:30:00Z,Ballybunnion,0.91325,3.3504,4.128
2022-09-26T19:00:00Z,Ballybunnion,0.91423,3.3706,4.48
2022-09-26T19:30:00Z,Ballybunnion,0.91586,3.387,4.796
2022-09-26T20:00:00Z,Ballybunnion,0.91795,3.4032,5.077
2022-09-26T20:30:00Z,Ballybunnion,0.91971,3.4208,5.369
2022-09-26T21:00:00Z,Ballybunnion,0.9206,3.438,5.673
2022-09-26T21:30:00Z,Ballybunnion,0.92255,3.4518,5.891
2022-09-26T22:00:00Z,Ballybunnion,0.92533,3.4623,6.068
2022-09-26T22:30:00Z,Ballybunnion,0.92788,3.4741,6.296
2022-09-26T23:00:00Z,Ballybunnion,0.93021,3.4852,6.561
2022-09-26T23:30:00Z,Ballybunnion,0.93292,3.4942,6.779
2022-09-27T00:00:00Z,Ballybunnion,0.93581,3.496,6.993
2022-09-27T00:30:00Z,Ballybunnion,0.93153,3.519,7.736
2022-09-27T01:00:00Z,Ballybunnion,0.92388,3.5546,8.68
2022-09-27T01:30:00Z,Ballybunnion,0.9129,3.6119,9.813
2022-09-27T02:00:00Z,Ballybunnion,0.89959,3.7038,10.943
2022-09-27T02:30:00Z,Ballybunnion,0.88857,3.7684,11.828
2022-09-27T03:00:00Z,Ballybunnion,0.87938,3.8178,12.57
2022-09-27T03:30:00Z,Ballybunnion,0.87629,3.8339,12.797
2022-09-27T04:00:00Z,Ballybunnion,0.87804,3.8197,12.738
2022-09-27T04:30:00Z,Ballybunnion,0.8836,3.7935,12.509
2022-09-27T05:00:00Z,Ballybunnion,0.89141,3.7553,12.178
2022-09-27T05:30:00Z,Ballybunnion,0.90258,3.6736,11.641
2022-09-27T06:00:00Z,Ballybunnion,0.91709,3.5962,10.979
2022-09-27T06:30:00Z,Ballybunnion,0.92949,3.5401,10.497
2022-09-27T07:00:00Z,Ballybunnion,0.93804,3.5119,10.21
2022-09-27T07:30:00Z,Ballybunnion,0.94445,3.5094,10.023
2022-09-27T08:00:00Z,Ballybunnion,0.94974,3.507,9.929
2022-09-27T08:30:00Z,Ballybunnion,0.95454,3.5021,9.889
2022-09-27T09:00:00Z,Ballybunnion,0.95927,3.4967,9.897
2022-09-27T09:30:00Z,Ballybunnion,0.96584,3.4851,9.979
2022-09-27T10:00:00Z,Ballybunnion,0.97349,3.4733,10.155
2022-09-27T10:30:00Z,Ballybunnion,0.9831,3.457,10.362
2022-09-27T11:00:00Z,Ballybunnion,0.99384,3.4413,10.641
2022-09-27T11:30:00Z,Ballybunnion,1.00566,3.43,10.925
2022-09-27T12:00:00Z,Ballybunnion,1.01876,3.4147,11.216
2022-09-27T12:30:00Z,Ballybunnion,1.0254,3.4095,11.59
2022-09-27T13:00:00Z,Ballybunnion,1.02901,3.412,11.949
2022-09-27T13:30:00Z,Ballybunnion,1.03112,3.4235,12.336
2022-09-27T14:00:00Z,Ballybunnion,1.03354,3.4337,12.699
2022-09-27T14:30:00Z,Ballybunnion,1.03723,3.4411,13.047
2022-09-27T15:00:00Z,Ballybunnion,1.04192,3.4536,13.392
2022-09-27T15:30:00Z,Ballybunnion,1.06088,3.4579,13.686
2022-09-27T16:00:00Z,Ballybunnion,1.09224,3.4666,14.028
2022-09-27T16:30:00Z,Ballybunnion,1.12787,3.502,14.149
2022-09-27T17:00:00Z,Ballybunnion,1.19293,3.5111,14.641
2022-09-27T17:30:00Z,Ballybunnion,1.26303,3.558,15.183
2022-09-27T18:00:00Z,Ballybunnion,1.33299,3.6198,15.581
2022-09-27T18:30:00Z,Ballybunnion,1.36367,3.68,15.556
2022-09-27T19:00:00Z,Ballybunnion,1.37108,3.7106,15.343
2022-09-27T19:30:00Z,Ballybunnion,1.37135,3.7265,14.988
2022-09-27T20:00:00Z,Ballybunnion,1.36626,3.7373,14.515
2022-09-27T20:30:00Z,Ballybunnion,1.36238,3.7525,13.873
2022-09-27T21:00:00Z,Ballybunnion,1.36094,3.765,13.116
2022-09-27T21:30:00Z,Ballybunnion,1.365,3.7865,12.616
2022-09-27T22:00:00Z,Ballybunnion,1.3718,3.8139,12.296
2022-09-27T22:30:00Z,Ballybunnion,1.37966,3.8381,12.075
2022-09-27T23:00:00Z,Ballybunnion,1.38775,3.8619,11.92
2022-09-27T23:30:00Z,Ballybunnion,1.3961,3.8871,11.817
2022-09-28T00:00:00Z,Ballybunnion,1.40418,3.9129,11.756
2022-09-28T00:30:00Z,Ballybunnion,1.41123,3.9364,11.688
2022-09-28T01:00:00Z,Ballybunnion,1.41688,3.9588,11.609
2022-09-28T01:30:00Z,Ballybunnion,1.42137,3.9787,11.524
2022-09-28T02:00:00Z,Ballybunnion,1.42475,3.9971,11.435
2022-09-28T02:30:00Z,Ballybunnion,1.4271,4.0109,11.339
2022-09-28T03:00:00Z,Ballybunnion,1.42886,4.0246,11.244
2022-09-28T03:30:00Z,Ballybunnion,1.42553,4.045,11.171
2022-09-28T04:00:00Z,Ballybunnion,1.41955,4.0727,11.073
2022-09-28T04:30:00Z,Ballybunnion,1.40921,4.1374,10.984
2022-09-28T05:00:00Z,Ballybunnion,1.40074,4.1728,10.793
2022-09-28T05:30:00Z,Ballybunnion,1.39017,4.2283,10.679
2022-09-28T06:00:00Z,Ballybunnion,1.38144,4.25,10.584
2022-09-28T06:30:00Z,Ballybunnion,1.37164,4.2435,10.528
2022-09-28T07:00:00Z,Ballybunnion,1.35454,4.2561,10.471
2022-09-28T07:30:00Z,Ballybunnion,1.3377,4.266,10.394
2022-09-28T08:00:00Z,Ballybunnion,1.32177,4.2586,10.324
2022-09-28T08:30:00Z,Ballybunnion,1.30738,4.2515,10.292
2022-09-28T09:00:00Z,Ballybunnion,1.29475,4.2383,10.334
2022-09-28T09:30:00Z,Ballybunnion,1.28216,4.2292,10.476
2022-09-28T10:00:00Z,Ballybunnion,1.26949,4.2343,10.661
2022-09-28T10:30:00Z,Ballybunnion,1.25608,4.2475,10.94
2022-09-28T11:00:00Z,Ballybunnion,1.24172,4.2772,11.311
2022-09-28T11:30:00Z,Ballybunnion,1.22675,4.2995,11.722
2022-09-28T12:00:00Z,Ballybunnion,1.21141,4.3379,12.156
2022-09-28T12:30:00Z,Ballybunnion,1.19838,4.3588,12.454
2022-09-28T13:00:00Z,Ballybunnion,1.18667,4.386,12.723
2022-09-28T13:30:00Z,Ballybunnion,1.17604,4.3802,12.948
2022-09-28T14:00:00Z,Ballybunnion,1.16574,4.3711,13.156
2022-09-28T14:30:00Z,Ballybunnion,1.1558,4.3678,13.348
2022-09-28T15:00:00Z,Ballybunnion,1.14639,4.3569,13.516
2022-09-28T15:30:00Z,Ballybunnion,1.1382,4.3393,13.61
2022-09-28T16:00:00Z,Ballybunnion,1.1308,4.3164,13.661
2022-09-28T16:30:00Z,Ballybunnion,1.12363,4.2917,13.69
2022-09-28T17:00:00Z,Ballybunnion,1.11638,4.2671,13.699
2022-09-28T17:30:00Z,Ballybunnion,1.10918,4.2419,13.694
2022-09-28T18:00:00Z,Ballybunnion,1.10188,4.2167,13.656
2022-09-28T18:30:00Z,Ballybunnion,1.09366,4.1948,13.634
2022-09-28T19:00:00Z,Ballybunnion,1.08472,4.1745,13.613
2022-09-28T19:30:00Z,Ballybunnion,1.07553,4.1562,13.589
2022-09-28T20:00:00Z,Ballybunnion,1.06668,4.1386,13.581
2022-09-28T20:30:00Z,Ballybunnion,1.05828,4.1214,13.583
2022-09-28T21:00:00Z,Ballybunnion,1.05049,4.1051,13.595
2022-09-28T21:30:00Z,Ballybunnion,1.04318,4.0898,13.628
2022-09-28T22:00:00Z,Ballybunnion,1.03625,4.0743,13.669
2022-09-28T22:30:00Z,Ballybunnion,1.02962,4.0571,13.702
2022-09-28T23:00:00Z,Ballybunnion,1.02308,4.04,13.736
2022-09-28T23:30:00Z,Ballybunnion,1.01646,4.0227,13.768
2022-09-29T00:00:00Z,Ballybunnion,1.00972,4.0056,13.803
2022-09-22T00:00:00Z,Belmullet_Inner,1.96219,5.8566,5.235
2022-09-22T00:30:00Z,Belmullet_Inner,1.96129,5.933,4.499
2022-09-22T01:00:00Z,Belmullet_Inner,1.96419,5.9601,3.897
2022-09-22T01:30:00Z,Belmullet_Inner,1.96807,5.9696,3.358
2022-09-22T02:00:00Z,Belmullet_Inner,1.97183,5.9546,2.861
2022-09-22T02:30:00Z,Belmullet_Inner,1.97371,5.9633,2.533
2022-09-22T03:00:00Z,Belmullet_Inner,1.97464,5.9899,2.005
2022-09-22T03:30:00Z,Belmullet_Inner,1.97351,6.0157,1.589
2022-09-22T04:00:00Z,Belmullet_Inner,1.96968,6.0443,1.245
2022-09-22T04:30:00Z,Belmullet_Inner,1.96458,6.0488,0.823
2022-09-22T05:00:00Z,Belmullet_Inner,1.95877,6.081,0.375
2022-09-22T05:30:00Z,Belmullet_Inner,1.95244,6.1164,0.039
2022-09-22T06:00:00Z,Belmullet_Inner,1.94424,6.1109,359.701
2022-09-22T06:30:00Z,Belmullet_Inner,1.93623,6.1629,359.368
2022-09-22T07:00:00Z,Belmullet_Inner,1.92824,6.1333,359.03
2022-09-22T07:30:00Z,Belmullet_Inner,1.92068,6.1835,358.69
2022-09-22T08:00:00Z,Belmullet_Inner,1.91411,6.1473,358.349
2022-09-22T08:30:00Z,Belmullet_Inner,1.90835,6.1823,357.981
2022-09-22T09:00:00Z,Belmullet_Inner,1.90446,6.1327,357.595
2022-09-22T09:30:00Z,Belmullet_Inner,1.90221,6.1214,357.141
2022-09-22T10:00:00Z,Belmullet_Inner,1.90022,6.1186,356.72
2022-09-22T10:30:00Z,Belmullet_Inner,1.89978,6.1154,356.276
2022-09-22T11:00:00Z,Belmullet_Inner,1.90087,6.112,355.811
2022-09-22T11:30:00Z,Belmullet_Inner,1.90338,6.1087,355.328
2022-09-22T12:00:00Z,Belmullet_Inner,1.90719,6.1042,354.832
2022-09-22T12:30:00Z,Belmullet_Inner,1.91113,6.1093,354.342
2022-09-22T13:00:00Z,Belmullet_Inner,1.91529,6.1193,353.863
2022-09-22T13:30:00Z,Belmullet_Inner,1.92047,6.1247,353.381
2022-09-22T14:00:00Z,Belmullet_Inner,1.92392,6.1703,352.978
2022-09-22T14:30:00Z,Belmullet_Inner,1.93326,6.1666,352.402
2022-09-22T15:00:00Z,Belmullet_Inner,1.93977,6.1618,351.933
2022-09-22T15:30:00Z,Belmullet_Inner,1.94554,6.1602,351.485
2022-09-22T16:00:00Z,Belmullet_Inner,1.95058,6.1613,351.054
2022-09-22T16:30:00Z,Belmullet_Inner,1.95253,6.1208,350.715
2022-09-22T17:00:00Z,Belmullet_Inner,1.95842,6.1266,350.259
2022-09-22T17:30:00Z,Belmullet_Inner,1.96035,6.1684,349.933
2022-09-22T18:00:00Z,Belmullet_Inner,1.96357,6.1223,349.559
2022-09-22T18:30:00Z,Belmullet_Inner,1.96646,6.1667,349.196
